id,user_id,hotspot_id,entry_time,exit_time
85,1,41,"2020-10-31 19:17:42","2020-10-31 21:34:42"
86,1,134,"2020-10-31 22:19:53","2020-11-01 01:01:53"
87,1,82,"2020-11-01 11:58:05","2020-11-01 14:05:05"
88,1,60,"2020-11-01 14:40:01","2020-11-01 17:12:01"
89,1,172,"2020-11-01 18:05:42","2020-11-01 18:32:42"
90,1,200,"2020-11-01 20:00:18","2020-11-01 21:47:18"
91,1,70,"2020-11-01 21:57:38","2020-11-01 23:56:38"
92,1,82,"2020-11-02 11:59:33","2020-11-02 13:14:33"
93,1,65,"2020-11-02 13:27:33","2020-11-02 15:39:33"
94,1,34,"2020-11-02 16:33:04","2020-11-02 16:46:04"
95,1,95,"2020-11-02 17:32:22","2020-11-02 18:32:22"
96,1,199,"2020-11-02 19:06:33","2020-11-02 20:29:33"
97,1,7,"2020-11-02 20:49:55","2020-11-02 21:32:55"
98,1,110,"2020-11-02 21:50:26","2020-11-02 22:05:26"
99,1,134,"2020-11-02 22:54:11","2020-11-02 22:58:11"
100,1,99,"2020-11-02 23:44:16","2020-11-03 02:19:16"
101,1,114,"2020-11-03 09:46:09","2020-11-03 11:56:09"
102,1,100,"2020-11-03 12:32:17","2020-11-03 13:57:17"
103,1,178,"2020-11-03 14:09:09","2020-11-03 15:23:09"
104,1,179,"2020-11-03 15:40:58","2020-11-03 15:55:58"
105,1,107,"2020-11-03 16:00:30","2020-11-03 18:42:30"
106,1,28,"2020-11-03 19:06:20","2020-11-03 21:35:20"
107,1,89,"2020-11-03 21:52:42","2020-11-03 21:58:42"
108,1,86,"2020-11-03 22:02:25","2020-11-04 00:31:25"
109,1,3,"2020-11-04 17:05:24","2020-11-04 17:12:24"
110,1,174,"2020-11-04 17:20:54","2020-11-04 18:34:54"
111,1,103,"2020-11-04 18:50:34","2020-11-04 19:56:34"
112,1,70,"2020-11-04 20:01:26","2020-11-04 21:03:26"
113,1,112,"2020-11-04 21:16:32","2020-11-04 22:58:32"
114,1,141,"2020-11-04 23:45:14","2020-11-05 01:54:14"
115,1,170,"2020-11-05 11:50:57","2020-11-05 12:58:57"
116,1,188,"2020-11-05 13:21:16","2020-11-05 13:23:16"
117,1,65,"2020-11-05 13:56:27","2020-11-05 15:17:27"
118,1,193,"2020-11-05 15:54:17","2020-11-05 18:33:17"
119,1,55,"2020-11-05 18:41:36","2020-11-05 20:25:36"
120,1,100,"2020-11-05 21:05:24","2020-11-05 21:20:24"
121,1,176,"2020-11-05 21:29:05","2020-11-05 22:51:05"
122,1,68,"2020-11-05 23:08:48","2020-11-06 00:02:48"
123,1,39,"2020-11-06 07:08:37","2020-11-06 09:22:37"
124,1,8,"2020-11-06 09:58:19","2020-11-06 12:54:19"
125,1,45,"2020-11-06 13:17:09","2020-11-06 14:08:09"
126,1,58,"2020-11-06 15:00:26","2020-11-06 17:23:26"
127,1,136,"2020-11-06 17:49:57","2020-11-06 20:40:57"
128,1,86,"2020-11-06 20:45:10","2020-11-06 21:09:10"
129,1,191,"2020-11-06 21:15:53","2020-11-06 23:50:53"
130,1,151,"2020-11-07 09:32:20","2020-11-07 11:19:20"
131,1,4,"2020-11-07 12:10:48","2020-11-07 13:44:48"
132,1,180,"2020-11-07 14:57:05","2020-11-07 15:55:05"
133,1,173,"2020-11-07 16:35:09","2020-11-07 18:24:09"
134,1,163,"2020-11-07 19:36:46","2020-11-07 20:19:46"
135,1,143,"2020-11-07 20:35:43","2020-11-07 23:32:43"
136,1,144,"2020-11-08 10:26:04","2020-11-08 12:20:04"
137,1,186,"2020-11-08 12:40:21","2020-11-08 13:05:21"
138,1,107,"2020-11-08 13:10:07","2020-11-08 14:02:07"
139,1,45,"2020-11-08 14:20:18","2020-11-08 16:33:18"
140,1,79,"2020-11-08 16:49:07","2020-11-08 17:45:07"
141,1,132,"2020-11-08 17:55:04","2020-11-08 20:20:04"
142,1,43,"2020-11-08 21:30:49","2020-11-09 00:15:49"
143,1,70,"2020-11-09 07:13:38","2020-11-09 07:29:38"
144,1,100,"2020-11-09 07:40:42","2020-11-09 09:52:42"
145,1,114,"2020-11-09 10:12:10","2020-11-09 12:15:10"
146,1,164,"2020-11-09 12:38:31","2020-11-09 13:25:31"
147,1,37,"2020-11-09 13:52:06","2020-11-09 16:33:06"
148,1,56,"2020-11-09 17:26:02","2020-11-09 20:09:02"
149,1,159,"2020-11-09 20:28:16","2020-11-09 22:26:16"
150,1,91,"2020-11-09 23:25:28","2020-11-09 23:28:28"
151,1,72,"2020-11-10 14:33:48","2020-11-10 14:55:48"
152,1,89,"2020-11-10 15:14:01","2020-11-10 15:30:01"
153,1,183,"2020-11-10 15:46:35","2020-11-10 17:42:35"
154,1,126,"2020-11-10 17:52:37","2020-11-10 19:26:37"
155,1,85,"2020-11-10 19:34:06","2020-11-10 21:43:06"
156,1,2,"2020-11-10 21:50:28","2020-11-10 23:14:28"
157,1,78,"2020-11-11 12:57:36","2020-11-11 15:05:36"
158,1,136,"2020-11-11 15:12:54","2020-11-11 15:29:54"
159,1,149,"2020-11-11 15:54:56","2020-11-11 16:22:56"
160,1,176,"2020-11-11 16:49:46","2020-11-11 19:13:46"
161,1,179,"2020-11-11 19:25:12","2020-11-11 20:13:12"
162,1,127,"2020-11-11 20:32:15","2020-11-11 22:33:15"
163,1,100,"2020-11-11 22:40:22","2020-11-11 23:58:22"
164,1,164,"2020-11-12 10:59:13","2020-11-12 11:05:13"
165,1,192,"2020-11-12 11:24:28","2020-11-12 13:20:28"
166,1,49,"2020-11-12 13:38:20","2020-11-12 14:41:20"
167,1,122,"2020-11-12 14:50:26","2020-11-12 16:01:26"
168,1,26,"2020-11-12 16:43:46","2020-11-12 17:15:46"
169,1,111,"2020-11-12 17:22:09","2020-11-12 19:55:09"
170,1,147,"2020-11-12 20:31:58","2020-11-12 20:58:58"
171,1,5,"2020-11-12 21:38:03","2020-11-12 23:18:03"
172,1,162,"2020-11-13 10:56:34","2020-11-13 12:50:34"
173,1,112,"2020-11-13 13:04:30","2020-11-13 14:32:30"
174,1,120,"2020-11-13 15:08:54","2020-11-13 17:49:54"
175,1,52,"2020-11-13 18:37:50","2020-11-13 20:55:50"
176,1,116,"2020-11-13 21:00:51","2020-11-13 23:51:51"
177,1,71,"2020-11-14 13:53:17","2020-11-14 15:09:17"
178,1,125,"2020-11-14 16:23:38","2020-11-14 17:47:38"
179,1,33,"2020-11-14 18:14:54","2020-11-14 18:18:54"
180,1,78,"2020-11-14 18:29:49","2020-11-14 20:07:49"
181,1,111,"2020-11-14 20:15:50","2020-11-14 21:12:50"
182,1,131,"2020-11-14 21:25:53","2020-11-14 21:44:53"
183,1,182,"2020-11-14 22:15:30","2020-11-15 00:16:30"
184,1,107,"2020-11-15 06:29:53","2020-11-15 06:41:53"
185,1,3,"2020-11-15 06:50:45","2020-11-15 09:21:45"
186,1,119,"2020-11-15 09:52:58","2020-11-15 10:22:58"
187,1,191,"2020-11-15 11:24:48","2020-11-15 13:10:48"
188,1,186,"2020-11-15 13:18:15","2020-11-15 14:33:15"
189,1,129,"2020-11-15 14:39:16","2020-11-15 16:32:16"
190,1,73,"2020-11-15 16:58:12","2020-11-15 17:46:12"
191,1,183,"2020-11-15 18:10:47","2020-11-15 19:56:47"
192,1,145,"2020-11-15 20:01:43","2020-11-15 22:00:43"
193,1,67,"2020-11-15 22:14:24","2020-11-16 00:30:24"
194,1,12,"2020-11-16 13:49:31","2020-11-16 15:24:31"
195,1,188,"2020-11-16 16:46:40","2020-11-16 18:07:40"
196,1,183,"2020-11-16 18:20:40","2020-11-16 21:11:40"
197,1,170,"2020-11-16 21:16:51","2020-11-16 22:16:51"
198,1,85,"2020-11-16 22:21:40","2020-11-16 23:20:40"
199,1,92,"2020-11-17 16:36:06","2020-11-17 16:38:06"
200,1,45,"2020-11-17 17:45:20","2020-11-17 18:48:20"
201,1,60,"2020-11-17 19:06:29","2020-11-17 20:18:29"
202,1,122,"2020-11-17 21:43:01","2020-11-17 22:50:01"
203,1,61,"2020-11-17 23:57:29","2020-11-18 00:25:29"
204,1,140,"2020-11-18 13:13:45","2020-11-18 15:23:45"
205,1,175,"2020-11-18 15:44:02","2020-11-18 16:26:02"
206,1,25,"2020-11-18 16:38:50","2020-11-18 18:47:50"
207,1,68,"2020-11-18 19:17:54","2020-11-18 21:28:54"
208,1,115,"2020-11-18 21:49:18","2020-11-18 23:11:18"
209,1,39,"2020-11-19 15:22:35","2020-11-19 15:54:35"
210,1,8,"2020-11-19 16:37:26","2020-11-19 17:40:26"
211,1,194,"2020-11-19 17:47:19","2020-11-19 20:45:19"
212,1,25,"2020-11-19 21:04:37","2020-11-19 23:19:37"
213,1,161,"2020-11-20 08:38:58","2020-11-20 09:14:58"
214,1,194,"2020-11-20 09:30:58","2020-11-20 12:04:58"
215,1,74,"2020-11-20 12:08:21","2020-11-20 14:10:21"
216,1,5,"2020-11-20 14:40:07","2020-11-20 17:24:07"
217,1,115,"2020-11-20 17:27:00","2020-11-20 19:49:00"
218,1,2,"2020-11-20 19:52:36","2020-11-20 20:40:36"
219,1,100,"2020-11-20 20:46:04","2020-11-20 22:44:04"
220,1,70,"2020-11-20 22:53:54","2020-11-21 01:31:54"
221,1,39,"2020-11-21 15:17:08","2020-11-21 17:33:08"
222,1,151,"2020-11-21 17:40:01","2020-11-21 18:38:01"
223,1,11,"2020-11-21 19:02:43","2020-11-21 19:38:43"
224,1,99,"2020-11-21 20:01:31","2020-11-21 20:31:31"
225,1,80,"2020-11-21 20:33:58","2020-11-21 22:46:58"
226,1,198,"2020-11-21 22:53:54","2020-11-22 00:55:54"
227,1,126,"2020-11-22 11:18:33","2020-11-22 11:31:33"
228,1,180,"2020-11-22 11:49:07","2020-11-22 14:42:07"
229,1,75,"2020-11-22 15:26:23","2020-11-22 17:39:23"
230,1,57,"2020-11-22 17:53:19","2020-11-22 18:27:19"
231,1,91,"2020-11-22 18:29:01","2020-11-22 20:47:01"
232,1,131,"2020-11-22 20:59:03","2020-11-22 21:11:03"
233,1,69,"2020-11-22 21:21:37","2020-11-22 23:45:37"
234,1,36,"2020-11-23 16:44:16","2020-11-23 18:05:16"
235,1,175,"2020-11-23 18:15:59","2020-11-23 20:34:59"
236,1,178,"2020-11-23 21:42:28","2020-11-23 23:26:28"
237,1,74,"2020-11-24 16:19:00","2020-11-24 17:38:00"
238,1,138,"2020-11-24 17:43:17","2020-11-24 20:04:17"
239,1,104,"2020-11-24 20:12:27","2020-11-24 22:15:27"
240,1,49,"2020-11-24 22:30:52","2020-11-25 00:39:52"
241,1,66,"2020-11-25 17:41:30","2020-11-25 17:57:30"
242,1,45,"2020-11-25 18:13:19","2020-11-25 19:21:19"
243,1,183,"2020-11-25 19:48:37","2020-11-25 21:47:37"
244,1,91,"2020-11-25 22:15:18","2020-11-26 01:11:18"
245,1,164,"2020-11-26 07:12:28","2020-11-26 09:31:28"
246,1,49,"2020-11-26 09:40:41","2020-11-26 11:46:41"
247,1,176,"2020-11-26 12:37:14","2020-11-26 14:42:14"
248,1,112,"2020-11-26 14:45:34","2020-11-26 17:08:34"
249,1,134,"2020-11-26 17:46:26","2020-11-26 20:41:26"
250,1,52,"2020-11-26 20:58:18","2020-11-26 23:42:18"
251,1,145,"2020-11-27 14:48:42","2020-11-27 17:08:42"
252,1,25,"2020-11-27 17:53:08","2020-11-27 20:27:08"
253,1,54,"2020-11-27 21:10:27","2020-11-27 21:57:27"
254,1,81,"2020-11-27 22:10:24","2020-11-28 00:36:24"
255,1,181,"2020-11-28 09:05:07","2020-11-28 10:29:07"
256,1,122,"2020-11-28 10:56:03","2020-11-28 11:15:03"
257,1,187,"2020-11-28 11:40:49","2020-11-28 12:56:49"
258,1,12,"2020-11-28 13:11:16","2020-11-28 16:03:16"
259,1,45,"2020-11-28 17:40:26","2020-11-28 20:26:26"
260,1,66,"2020-11-28 20:36:10","2020-11-28 22:03:10"
261,1,62,"2020-11-28 22:09:32","2020-11-29 00:27:32"
262,1,67,"2020-11-29 12:16:50","2020-11-29 12:25:50"
263,1,191,"2020-11-29 12:37:43","2020-11-29 15:06:43"
264,1,97,"2020-11-29 15:29:54","2020-11-29 16:10:54"
265,1,161,"2020-11-29 16:41:56","2020-11-29 16:56:56"
266,1,180,"2020-11-29 17:08:54","2020-11-29 19:59:54"
267,1,25,"2020-11-29 20:36:33","2020-11-29 23:34:33"
268,1,37,"2020-11-30 08:28:47","2020-11-30 08:41:47"
269,1,120,"2020-11-30 09:07:02","2020-11-30 10:58:02"
270,1,8,"2020-11-30 11:26:25","2020-11-30 13:34:25"
271,1,33,"2020-11-30 13:49:57","2020-11-30 16:40:57"
272,1,34,"2020-11-30 17:29:05","2020-11-30 18:43:05"
273,1,75,"2020-11-30 18:59:00","2020-11-30 19:32:00"
274,1,86,"2020-11-30 19:39:23","2020-11-30 22:21:23"
275,1,91,"2020-11-30 22:24:59","2020-12-01 00:12:59"
276,1,121,"2020-12-01 06:56:33","2020-12-01 08:47:33"
277,1,35,"2020-12-01 08:59:09","2020-12-01 09:27:09"
278,1,45,"2020-12-01 11:14:30","2020-12-01 13:31:30"
279,1,183,"2020-12-01 13:52:56","2020-12-01 15:40:56"
280,1,29,"2020-12-01 15:55:40","2020-12-01 16:56:40"
281,1,180,"2020-12-01 17:26:26","2020-12-01 19:10:26"
282,1,197,"2020-12-01 19:18:00","2020-12-01 22:12:00"
283,1,122,"2020-12-01 22:24:56","2020-12-01 22:54:56"
284,1,186,"2020-12-01 23:11:09","2020-12-02 00:22:09"
285,1,112,"2020-12-02 10:52:26","2020-12-02 12:11:26"
286,1,139,"2020-12-02 12:13:02","2020-12-02 13:05:02"
287,1,198,"2020-12-02 13:16:34","2020-12-02 16:14:34"
288,1,162,"2020-12-02 16:52:03","2020-12-02 19:22:03"
289,1,5,"2020-12-02 19:54:15","2020-12-02 20:12:15"
290,1,89,"2020-12-02 20:15:08","2020-12-02 21:13:08"
291,1,2,"2020-12-02 21:29:07","2020-12-02 23:41:07"
292,1,190,"2020-12-03 14:43:25","2020-12-03 16:50:25"
293,1,73,"2020-12-03 17:18:56","2020-12-03 17:32:56"
294,1,81,"2020-12-03 17:42:29","2020-12-03 18:05:29"
295,1,111,"2020-12-03 18:10:25","2020-12-03 21:02:25"
296,1,176,"2020-12-03 21:04:05","2020-12-03 23:59:05"
297,1,22,"2020-12-04 09:41:53","2020-12-04 10:11:53"
298,1,17,"2020-12-04 10:50:43","2020-12-04 12:19:43"
299,1,89,"2020-12-04 13:26:56","2020-12-04 15:15:56"
300,1,57,"2020-12-04 15:25:12","2020-12-04 16:34:12"
301,1,197,"2020-12-04 16:47:41","2020-12-04 19:33:41"
302,1,82,"2020-12-04 19:54:04","2020-12-04 22:39:04"
303,1,79,"2020-12-04 22:53:12","2020-12-05 00:44:12"
304,1,72,"2020-12-05 10:51:48","2020-12-05 12:04:48"
305,1,8,"2020-12-05 12:14:26","2020-12-05 12:26:26"
306,1,44,"2020-12-05 13:04:19","2020-12-05 13:39:19"
307,1,107,"2020-12-05 13:46:06","2020-12-05 16:01:06"
308,1,86,"2020-12-05 16:10:51","2020-12-05 19:00:51"
309,1,138,"2020-12-05 19:37:44","2020-12-05 22:10:44"
310,1,181,"2020-12-05 22:37:33","2020-12-06 01:21:33"
311,1,183,"2020-12-06 11:27:59","2020-12-06 14:13:59"
312,1,112,"2020-12-06 14:25:20","2020-12-06 16:01:20"
313,1,104,"2020-12-06 16:39:42","2020-12-06 17:49:42"
314,1,92,"2020-12-06 18:43:53","2020-12-06 19:07:53"
315,1,181,"2020-12-06 19:45:21","2020-12-06 19:57:21"
316,1,5,"2020-12-06 20:31:07","2020-12-06 21:22:07"
317,1,60,"2020-12-06 21:43:25","2020-12-06 22:12:25"
318,1,32,"2020-12-06 22:50:26","2020-12-06 23:59:26"
319,1,129,"2020-12-07 08:25:45","2020-12-07 08:45:45"
320,1,132,"2020-12-07 09:17:10","2020-12-07 11:11:10"
321,1,73,"2020-12-07 11:27:25","2020-12-07 13:11:25"
322,1,22,"2020-12-07 13:35:28","2020-12-07 14:16:28"
323,1,57,"2020-12-07 14:17:28","2020-12-07 15:58:28"
324,1,87,"2020-12-07 16:22:54","2020-12-07 17:35:54"
325,1,134,"2020-12-07 17:41:15","2020-12-07 19:38:15"
326,1,124,"2020-12-07 19:50:09","2020-12-07 22:20:09"
327,1,111,"2020-12-07 22:40:17","2020-12-07 22:46:17"
328,1,197,"2020-12-07 22:55:04","2020-12-07 23:12:04"
329,1,12,"2020-12-08 09:34:57","2020-12-08 10:09:57"
330,1,37,"2020-12-08 10:14:45","2020-12-08 11:04:45"
331,1,194,"2020-12-08 11:54:32","2020-12-08 12:06:32"
332,1,89,"2020-12-08 12:32:18","2020-12-08 15:08:18"
333,1,62,"2020-12-08 15:13:48","2020-12-08 16:53:48"
334,1,124,"2020-12-08 16:59:51","2020-12-08 17:00:51"
335,1,112,"2020-12-08 17:18:55","2020-12-08 20:05:55"
336,1,186,"2020-12-08 20:14:58","2020-12-08 21:43:58"
337,1,139,"2020-12-08 21:55:25","2020-12-09 00:51:25"
338,1,34,"2020-12-09 16:24:41","2020-12-09 17:50:41"
339,1,5,"2020-12-09 18:12:46","2020-12-09 21:12:46"
340,1,179,"2020-12-09 21:26:36","2020-12-09 22:10:36"
341,1,111,"2020-12-09 22:24:51","2020-12-09 23:02:51"
342,1,161,"2020-12-10 07:22:39","2020-12-10 07:32:39"
343,1,152,"2020-12-10 07:39:12","2020-12-10 09:35:12"
344,1,50,"2020-12-10 09:41:32","2020-12-10 11:35:32"
345,1,127,"2020-12-10 11:40:28","2020-12-10 12:24:28"
346,1,29,"2020-12-10 12:31:23","2020-12-10 12:37:23"
347,1,47,"2020-12-10 12:48:53","2020-12-10 15:02:53"
348,1,196,"2020-12-10 15:13:52","2020-12-10 18:11:52"
349,1,41,"2020-12-10 18:44:10","2020-12-10 19:12:10"
350,1,62,"2020-12-10 19:32:55","2020-12-10 20:37:55"
351,1,129,"2020-12-10 20:49:44","2020-12-10 21:59:44"
352,1,112,"2020-12-10 22:01:21","2020-12-11 01:00:21"
353,1,194,"2020-12-11 06:38:46","2020-12-11 08:42:46"
354,1,62,"2020-12-11 09:05:32","2020-12-11 11:53:32"
355,1,75,"2020-12-11 12:05:51","2020-12-11 13:52:51"
356,1,139,"2020-12-11 14:10:45","2020-12-11 14:42:45"
357,1,82,"2020-12-11 14:47:20","2020-12-11 16:59:20"
358,1,41,"2020-12-11 17:03:40","2020-12-11 18:05:40"
359,1,156,"2020-12-11 18:48:47","2020-12-11 19:39:47"
360,1,138,"2020-12-11 19:55:14","2020-12-11 21:24:14"
361,1,8,"2020-12-11 21:37:36","2020-12-11 23:20:36"
362,1,151,"2020-12-12 16:10:29","2020-12-12 16:25:29"
363,1,178,"2020-12-12 16:51:50","2020-12-12 18:51:50"
364,1,148,"2020-12-12 19:38:41","2020-12-12 21:28:41"
365,1,12,"2020-12-12 22:13:16","2020-12-12 22:32:16"
366,1,21,"2020-12-12 23:04:02","2020-12-12 23:37:02"
367,1,191,"2020-12-13 11:57:19","2020-12-13 12:52:19"
368,1,68,"2020-12-13 13:02:53","2020-12-13 13:20:53"
369,1,147,"2020-12-13 14:04:26","2020-12-13 15:17:26"
370,1,163,"2020-12-13 15:29:03","2020-12-13 18:27:03"
371,1,114,"2020-12-13 18:34:48","2020-12-13 19:44:48"
372,1,200,"2020-12-13 20:19:04","2020-12-13 21:23:04"
373,1,80,"2020-12-13 21:58:48","2020-12-13 23:56:48"
374,1,5,"2020-12-14 07:36:11","2020-12-14 07:48:11"
375,1,139,"2020-12-14 07:53:36","2020-12-14 08:53:36"
376,1,89,"2020-12-14 08:57:44","2020-12-14 11:26:44"
377,1,115,"2020-12-14 11:30:53","2020-12-14 13:06:53"
378,1,122,"2020-12-14 13:47:48","2020-12-14 15:11:48"
379,1,45,"2020-12-14 15:43:49","2020-12-14 17:08:49"
380,1,131,"2020-12-14 17:35:08","2020-12-14 17:51:08"
381,1,28,"2020-12-14 17:55:57","2020-12-14 18:09:57"
382,1,150,"2020-12-14 18:27:03","2020-12-14 20:30:03"
383,1,79,"2020-12-14 21:03:04","2020-12-15 00:01:04"
384,1,164,"2020-12-15 16:43:51","2020-12-15 19:15:51"
385,1,181,"2020-12-15 19:21:01","2020-12-15 22:11:01"
386,1,182,"2020-12-15 22:47:32","2020-12-15 23:02:32"
387,1,26,"2020-12-16 13:29:49","2020-12-16 15:52:49"
388,1,29,"2020-12-16 15:53:16","2020-12-16 18:40:16"
389,1,85,"2020-12-16 18:49:59","2020-12-16 21:19:59"
390,1,99,"2020-12-16 22:02:22","2020-12-16 22:43:22"
391,1,152,"2020-12-16 23:59:59","2020-12-17 01:55:59"
392,1,141,"2020-12-17 08:25:07","2020-12-17 11:24:07"
393,1,107,"2020-12-17 11:40:28","2020-12-17 13:40:28"
394,1,3,"2020-12-17 13:52:54","2020-12-17 15:12:54"
395,1,170,"2020-12-17 15:23:03","2020-12-17 15:35:03"
396,1,85,"2020-12-17 15:40:22","2020-12-17 17:03:22"
397,1,57,"2020-12-17 17:22:20","2020-12-17 19:01:20"
398,1,19,"2020-12-17 19:18:04","2020-12-17 20:21:04"
399,1,1,"2020-12-17 20:25:28","2020-12-17 21:05:28"
400,1,156,"2020-12-17 22:31:14","2020-12-18 00:23:14"
401,1,170,"2020-12-18 08:21:34","2020-12-18 10:11:34"
402,1,26,"2020-12-18 10:32:16","2020-12-18 11:51:16"
403,1,129,"2020-12-18 11:58:37","2020-12-18 12:30:37"
404,1,164,"2020-12-18 13:16:29","2020-12-18 15:43:29"
405,1,151,"2020-12-18 16:23:00","2020-12-18 17:06:00"
406,1,37,"2020-12-18 17:36:43","2020-12-18 20:35:43"
407,1,148,"2020-12-18 21:09:23","2020-12-18 21:11:23"
408,1,38,"2020-12-18 21:21:19","2020-12-18 22:47:19"
409,1,8,"2020-12-18 23:23:37","2020-12-18 23:27:37"
410,1,39,"2020-12-19 17:14:24","2020-12-19 17:16:24"
