id,name,description,x,y,type
127,university_1878383889568,university,51.75551787755411,19.477593832287134,outdoor
128,shop_1878383889616,shop,51.72589433721557,19.44092779760065,outdoor
129,library_1878383889664,library,51.76215544519177,19.480714029056195,outdoor
130,park_1878383889712,park,51.704478026150845,19.439724047486838,outdoor
131,university_1878383889760,university,51.758528193851,19.45823410037445,outdoor
132,university_1878383889808,university,51.72645849525707,19.447884183506936,outdoor
133,university_1878383889856,university,51.76302421005533,19.443623525529393,outdoor
134,parking_1878383889904,parking,51.76277324122989,19.401218126619597,outdoor
135,parking_1878383889952,parking,51.76993844395413,19.46595406983331,outdoor
136,cafe_1878383890000,cafe,51.75405563054262,19.439224489652982,outdoor
137,cafe_1878383890048,cafe,51.78805137987221,19.396336342733438,outdoor
138,park_1878383890096,park,51.706115628471835,19.475072231773808,outdoor
139,shop_1878383890144,shop,51.740797716638156,19.430937537258767,outdoor
140,university_1878383890192,university,51.759198854064174,19.455561477279872,outdoor
141,cinema_1878383890240,cinema,51.736974185865385,19.506072061820706,outdoor
142,cinema_1878383890288,cinema,51.76882028717088,19.46119491126408,outdoor
143,university_1878383890336,university,51.70355716884976,19.454499316912052,outdoor
144,park_1878383890384,park,51.77907623307169,19.439579877029157,outdoor
145,restaurant_1878383886688,restaurant,51.75888224571762,19.40589513628376,outdoor
146,university_1878383886640,university,51.78974624347347,19.485297732353757,outdoor
147,library_1878383886592,library,51.78223692182115,19.429109988846456,outdoor
148,shop_1878383886544,shop,51.763728171116504,19.46174038349343,outdoor
149,cinema_1878383886496,cinema,51.7642145734125,19.457730446544147,outdoor
150,cafe_1878383886400,cafe,51.77664199115313,19.45643734638016,outdoor
151,cinema_1878383886448,cinema,51.727360582687844,19.429550604612118,outdoor
152,parking_1878383984704,parking,51.75450508898833,19.450682296170324,outdoor
153,library_1878383985088,library,51.72901158685507,19.507472827885223,outdoor
154,shop_1878383985136,shop,51.733983817627376,19.472653576418335,outdoor
155,restaurant_1878383985184,restaurant,51.73919310112088,19.52397106481796,outdoor
156,cinema_1878383985232,cinema,51.75886854911919,19.457486690282003,outdoor
157,university_1878383985280,university,51.77855057413938,19.420508913534334,outdoor
158,park_1878383985328,park,51.80214421550593,19.44045825682084,outdoor
159,cinema_1878383985376,cinema,51.78414858520556,19.423597907983716,outdoor
160,parking_1878383985424,parking,51.7386346072218,19.50812194965962,outdoor
161,cinema_1878383985472,cinema,51.81760383864899,19.42517528323672,outdoor
162,cafe_1878383985520,cafe,51.73232786757403,19.435995659666734,outdoor
163,stadium_1878383985568,stadium,51.739101591801656,19.474519369642632,outdoor
164,stadium_1878383985616,stadium,51.70826623619896,19.47327021034637,outdoor
165,restaurant_1878383985664,restaurant,51.7672363242022,19.478222261714713,outdoor
166,restaurant_1878383985712,restaurant,51.73710278760287,19.461993835585144,outdoor
167,park_1878383985760,park,51.77385066987547,19.43572438231097,outdoor
168,university_1878383985808,university,51.74027226580974,19.421431885299132,outdoor
169,stadium_1878383985856,stadium,51.73956055217455,19.488915824522437,outdoor
170,university_1878383985904,university,51.77464741702825,19.52815743680757,outdoor
171,park_1878383985952,park,51.77115778503244,19.514812212013982,outdoor
172,cinema_1878383986000,cinema,51.82425376745625,19.492571921047126,outdoor
173,stadium_1878383986048,stadium,51.683776875911384,19.459762102375784,outdoor
174,stadium_1878383986096,stadium,51.81062266407018,19.47088416210543,outdoor
175,restaurant_1878383986144,restaurant,51.6848571838721,19.473923012291213,outdoor
176,stadium_1878383986192,stadium,51.72858094407864,19.44562669953634,outdoor
177,park_1878383986240,park,51.74345341201644,19.44393754542973,outdoor
178,restaurant_1878383986288,restaurant,51.73920654641976,19.446665940200308,outdoor
179,university_1878383986336,university,51.75510479599306,19.476239858447048,outdoor
180,restaurant_1878383986384,restaurant,51.80453414480649,19.438300533576836,outdoor
181,cinema_1878383986432,cinema,51.79272952695742,19.468072719584978,outdoor
182,restaurant_1878383986480,restaurant,51.737875268829555,19.46039039064078,outdoor
183,cafe_1878383986528,cafe,51.774504746183055,19.464002047223694,outdoor
184,library_1878383986576,library,51.76358398467192,19.455758604303288,outdoor
185,parking_1878383986624,parking,51.7518442759503,19.414038950832076,outdoor
186,parking_1878383986672,parking,51.79667898232628,19.43007405365548,outdoor
187,restaurant_1878383986720,restaurant,51.75917962314871,19.470445882299718,outdoor
188,stadium_1878383986768,stadium,51.780246642809026,19.49283911286306,outdoor
189,park_1878383986816,park,51.76503357112498,19.40690210576354,outdoor
190,shop_1878383986864,shop,51.771616620250406,19.419934348001266,outdoor
191,parking_1878383986912,parking,51.76646723014513,19.436829337321573,outdoor
192,university_1878383986960,university,51.71509799101221,19.423459335949023,outdoor
193,park_1878383987008,park,51.750077176642456,19.50075754735125,outdoor
194,cinema_1878383987056,cinema,51.82380396259354,19.487948920496837,outdoor
195,shop_1878383987104,shop,51.70535808247918,19.43814564500427,outdoor
196,cafe_1878383987152,cafe,51.73369161319891,19.44021440428248,outdoor
197,stadium_1878383987200,stadium,51.765662604520436,19.461948923484574,outdoor
198,stadium_1878383987248,stadium,51.83398951796502,19.47851487425974,outdoor
199,bowlingPlace_1878383987296,bowlingPlace,51.765837249295856,19.453672493329304,outdoor
200,bowlingPlace_1878383987344,bowlingPlace,51.730979843381064,19.401785438341925,outdoor
201,cafe_1878383987392,cafe,51.77526497649191,19.507564844761188,outdoor
202,university_1878383987440,university,51.80405790777065,19.41383749892435,outdoor
203,library_1878383987488,library,51.792096749997754,19.487039885966205,outdoor
204,shop_1878383987536,shop,51.72796946814466,19.422960215279087,outdoor
205,stadium_1878383987584,stadium,51.80344326436979,19.464814124496158,outdoor
206,university_1878383987632,university,51.75933580886795,19.45602830719869,outdoor
207,restaurant_1878383987680,restaurant,51.74840002026893,19.463541840987975,outdoor
208,cinema_1878383987728,cinema,51.7432403645181,19.468186082135954,outdoor
209,library_1878383987776,library,51.76177358800244,19.47179218225945,outdoor
210,restaurant_1878383987824,restaurant,51.696007954201804,19.448307230419243,outdoor
211,stadium_1878383987872,stadium,51.708720130864236,19.464365490030957,outdoor
212,park_1878383987920,park,51.7440850445604,19.45296285967746,outdoor
213,shop_1878383987968,shop,51.74849739917729,19.41319874657871,outdoor
214,stadium_1878383988016,stadium,51.782061477111625,19.507490730729216,outdoor
215,shop_1878383988064,shop,51.76410551147309,19.462331796389574,outdoor
216,parking_1878383988112,parking,51.82747111590976,19.420504536913093,outdoor
217,library_1878383988160,library,51.737220043918754,19.469920171681384,outdoor
218,park_1878383988208,park,51.80753248236359,19.495813161212283,outdoor
219,university_1878383988256,university,51.740526206572774,19.41243086328483,outdoor
220,stadium_1878383988304,stadium,51.81074446914037,19.486893973766406,outdoor
221,stadium_1878383988352,stadium,51.763262439121405,19.462523147296174,outdoor
222,restaurant_1878383988400,restaurant,51.77956662880718,19.445738123238204,outdoor
223,park_1878383988448,park,51.752357577272036,19.464405111497115,outdoor
224,parking_1878383988496,parking,51.75785592891828,19.440868890239788,outdoor
225,restaurant_1878383988544,restaurant,51.737189848011205,19.417077500555337,outdoor
226,cafe_1878383988592,cafe,51.76154995705704,19.459492843182623,outdoor
227,library_1878383988640,library,51.73315618736522,19.45874681079065,outdoor
228,stadium_1878383988688,stadium,51.76118783065674,19.4507127559506,outdoor
229,cinema_1878383985040,cinema,51.77218366310024,19.479778275806815,outdoor
230,library_1878383984752,library,51.763559869922325,19.456672387662024,outdoor
231,stadium_1878383984992,stadium,51.699139367528794,19.47620328177166,outdoor
232,park_1878383984800,park,51.746288087610374,19.43881482174121,outdoor
233,cafe_1878383984944,cafe,51.7318307196199,19.42420688675747,outdoor
234,library_1878383984848,library,51.73405869503722,19.446825282384548,outdoor
235,park_1878383984896,park,51.72773589636534,19.433637992888066,outdoor
236,shop_1878384013712,shop,51.75157461965534,19.448867385857017,outdoor
237,cafe_1878384013760,cafe,51.80352060017528,19.472062464989282,outdoor
238,restaurant_1878384013808,restaurant,51.74225611130155,19.428230977295442,outdoor
239,cafe_1878384013856,cafe,51.77503436591834,19.45604842291261,outdoor
240,cinema_1878384013904,cinema,51.77033352747151,19.42221424802477,outdoor
241,cinema_1878384013952,cinema,51.70296609961368,19.45041995427809,outdoor
242,park_1878384014000,park,51.72577036796772,19.514272402346073,outdoor
243,stadium_1878384014048,stadium,51.733242981749434,19.43896568456365,outdoor
244,park_1878384014096,park,51.76054959427114,19.459223293170655,outdoor
245,university_1878384014144,university,51.797751107560536,19.40293645763717,outdoor
246,cafe_1878384014192,cafe,51.726199468593634,19.403015672068566,outdoor
247,cafe_1878384014240,cafe,51.67978674122122,19.45717684929327,outdoor
248,cinema_1878384014288,cinema,51.76661668370142,19.465790299722425,outdoor
249,stadium_1878384014336,stadium,51.76374796268819,19.441227104514887,outdoor
250,parking_1878384014384,parking,51.782430538480874,19.48527424881984,outdoor
251,restaurant_1878384014432,restaurant,51.7665135437683,19.461234201771752,outdoor
252,shop_1878384014480,shop,51.68227870035785,19.457908960275915,outdoor
253,restaurant_1878384014528,restaurant,51.76372912021902,19.378873082035607,outdoor
254,library_1878384014576,library,51.769912875815145,19.384058348825317,outdoor
255,parking_1878384014624,parking,51.74587242708351,19.501334909905808,outdoor
256,university_1878384014672,university,51.722494717998686,19.481307731275727,outdoor
257,restaurant_1878384014720,restaurant,51.70789660393072,19.473188481088314,outdoor
258,bowlingPlace_1878384014768,bowlingPlace,51.7597347458537,19.452392088075502,outdoor
259,bowlingPlace_1878384014816,bowlingPlace,51.784841361521146,19.458812911323513,outdoor
260,stadium_1878384014864,stadium,51.750908070935964,19.45814897205446,outdoor
261,cafe_1878384014912,cafe,51.77242482030819,19.443364522054964,outdoor
262,cinema_1878384014960,cinema,51.74602991460459,19.452279687842793,outdoor
263,university_1878384015008,university,51.75231328516489,19.456747554700026,outdoor
264,bowlingPlace_1878384015056,bowlingPlace,51.74210304098461,19.49047234588712,outdoor
265,restaurant_1878384015104,restaurant,51.756945299392015,19.473788469610405,outdoor
266,restaurant_1878384015152,restaurant,51.760282312650624,19.467549082699456,outdoor
267,library_1878384015200,library,51.750624284694545,19.46294141442175,outdoor
268,restaurant_1878384015248,restaurant,51.772312169371354,19.433449290494405,outdoor
269,restaurant_1878384015296,restaurant,51.7257436812832,19.404372826605574,outdoor
270,parking_1878384015344,parking,51.72716157803908,19.44564036347485,outdoor
271,park_1878384015392,park,51.74334140377535,19.448750172890758,outdoor
272,library_1878384015440,library,51.75159003203774,19.435892004703284,outdoor
273,park_1878384015488,park,51.7237185130835,19.466870660000936,outdoor
274,university_1878384015536,university,51.768822953615775,19.457013966608763,outdoor
275,university_1878384015584,university,51.75909443839615,19.43601322233473,outdoor
276,parking_1878384015632,parking,51.7589986758558,19.449848826969212,outdoor
277,parking_1878384015680,parking,51.76266668952428,19.451252056778138,outdoor
278,library_1878384015728,library,51.737747344341756,19.402460232160834,outdoor
279,bowlingPlace_1878384015776,bowlingPlace,51.74931292719537,19.480368942256828,outdoor
280,cafe_1878384015824,cafe,51.77223846368536,19.43817733237984,outdoor
281,parking_1878384015872,parking,51.75212462223663,19.509537441274645,outdoor
282,library_1878384015920,library,51.68947133303332,19.45421297423926,outdoor
283,restaurant_1878384015968,restaurant,51.76028156379958,19.497970783515267,outdoor
284,cinema_1878384016016,cinema,51.76721352593201,19.50556551652499,outdoor
285,library_1878384016064,library,51.810694288406204,19.46782449377227,outdoor
286,cinema_1878384016112,cinema,51.753523702584666,19.46679234105352,outdoor
287,cafe_1878384016160,cafe,51.74761951737114,19.494672587830372,outdoor
288,stadium_1878384016208,stadium,51.758542689634396,19.459597179312624,outdoor
289,bowlingPlace_1878384016256,bowlingPlace,51.77473478403479,19.430806237630673,outdoor
290,cinema_1878384016304,cinema,51.773567949567095,19.464600509952103,outdoor
291,cinema_1878384016352,cinema,51.75045352449196,19.457117790568123,outdoor
292,restaurant_1878384016400,restaurant,51.7302137848293,19.416405571114876,outdoor
293,cinema_1878384016448,cinema,51.737945367735044,19.50266537188807,outdoor
294,cafe_1878384016496,cafe,51.7354279542435,19.41526847791713,outdoor
295,university_1878384016544,university,51.75515533364624,19.461614700149152,outdoor
296,cafe_1878384016592,cafe,51.7550939939908,19.446396126473466,outdoor
297,library_1878384016640,library,51.77702118054779,19.47436943348296,outdoor
298,shop_1878384016688,shop,51.73295754127144,19.44109371911555,outdoor
299,university_1878384016736,university,51.72073659625393,19.46531792325304,outdoor
300,restaurant_1878384016784,restaurant,51.7755513781904,19.43692386505896,outdoor
301,stadium_1878384016832,stadium,51.78181201718233,19.475398011793967,outdoor
302,cafe_1878384016880,cafe,51.804817243563235,19.46446122620135,outdoor
303,restaurant_1878384016928,restaurant,51.769808552840814,19.446561335064896,outdoor
304,library_1878384016976,library,51.761916647445396,19.45586591562243,outdoor
305,cafe_1878384017024,cafe,51.77753008242255,19.49076526966879,outdoor
306,cinema_1878384017072,cinema,51.777560531456146,19.48469720520386,outdoor
307,cinema_1878384017120,cinema,51.74825655422243,19.481456326545924,outdoor
308,parking_1878384017168,parking,51.71336960851452,19.479358657213883,outdoor
309,university_1878384017216,university,51.773200153147826,19.513505355553033,outdoor
310,park_1878384017264,park,51.78338493278995,19.493187071960453,outdoor
311,stadium_1878384017312,stadium,51.76768886082536,19.456657290150147,outdoor
312,parking_1878384017360,parking,51.81803040343019,19.46888618270449,outdoor
313,cafe_1878384013664,cafe,51.72887242779033,19.491983071779046,outdoor
314,stadium_1878384013616,stadium,51.721470786055995,19.391559584222477,outdoor
315,bowlingPlace_1878384013568,bowlingPlace,51.73268756861607,19.441857013222602,outdoor
316,cafe_1878384013520,cafe,51.715586991543674,19.47859784760941,outdoor
317,stadium_1878384013472,stadium,51.76518559355051,19.43780022359842,outdoor
318,library_1878384013424,library,51.75384110764813,19.518677970588456,outdoor
319,parking_1878384013376,parking,51.775917762683086,19.465823309365252,outdoor
320,university_1878384046480,university,51.717559660638386,19.461924568489486,outdoor
321,university_1878384046528,university,51.823348044835285,19.44811904622792,outdoor
322,library_1878384046576,library,51.70774667165988,19.46258093547664,outdoor
323,shop_1878384046624,shop,51.6888709298861,19.434342977412506,outdoor
324,park_1878384046672,park,51.803249450446906,19.400495192216518,outdoor
325,cafe_1878384046720,cafe,51.699711392460244,19.48952895860796,outdoor
326,park_1878384046768,park,51.79511906885301,19.509994423979787,outdoor
327,library_1878384046816,library,51.70762814862743,19.397985984504714,outdoor
328,restaurant_1878384046864,restaurant,51.77032951753972,19.462802794389365,outdoor
329,stadium_1878384046912,stadium,51.7631778670132,19.446683828403994,outdoor
330,park_1878384046960,park,51.74355587410299,19.432753080985396,outdoor
331,restaurant_1878384047008,restaurant,51.7764833657674,19.432921558607916,outdoor
332,shop_1878384047056,shop,51.760573300731394,19.460967948945573,outdoor
333,library_1878384047104,library,51.73245268043474,19.473852030992795,outdoor
334,stadium_1878384047152,stadium,51.72861638566194,19.457600604915072,outdoor
335,park_1878384047200,park,51.82159314032551,19.493689980734345,outdoor
336,university_1878384047248,university,51.74713591523684,19.450967028156757,outdoor
337,shop_1878384047296,shop,51.75512903586365,19.470024177821276,outdoor
338,shop_1878384047344,shop,51.75984356785086,19.385342790099187,outdoor
339,cinema_1878384047392,cinema,51.735107974533456,19.46275487416125,outdoor
340,restaurant_1878384047440,restaurant,51.801576947812144,19.480254152362992,outdoor
341,park_1878384047488,park,51.76208527379735,19.522133742411395,outdoor
342,library_1878384047536,library,51.74115433475928,19.475773781720505,outdoor
343,bowlingPlace_1878384047584,bowlingPlace,51.69738017233773,19.50823162891868,outdoor
344,bowlingPlace_1878384047632,bowlingPlace,51.704855550362524,19.45829176263978,outdoor
345,cinema_1878384047680,cinema,51.77187796252972,19.444025407206603,outdoor
346,library_1878384047728,library,51.80208984932841,19.416690008731102,outdoor
347,university_1878384047776,university,51.817165563753804,19.44558558408212,outdoor
348,stadium_1878384047824,stadium,51.7312774600684,19.51452702443753,outdoor
349,restaurant_1878384047872,restaurant,51.6923981997114,19.421400358540467,outdoor
350,shop_1878384047920,shop,51.754176497925364,19.437290019365207,outdoor
351,restaurant_1878384047968,restaurant,51.785412977021664,19.449923584365038,outdoor
352,stadium_1878384048016,stadium,51.708525644639394,19.453099448449226,outdoor
353,park_1878384048064,park,51.69704901326459,19.442536045457874,outdoor
354,university_1878384048112,university,51.80091491853625,19.442573838730638,outdoor
355,cafe_1878384048160,cafe,51.721105132895254,19.42699102247134,outdoor
356,stadium_1878384048208,stadium,51.71172957494124,19.431339623787846,outdoor
357,library_1878384048256,library,51.764957939437,19.52313744371288,outdoor
358,university_1878384048304,university,51.72237128345278,19.39173168649315,outdoor
359,cinema_1878384048352,cinema,51.76821884288246,19.448897132191714,outdoor
360,cafe_1878384048400,cafe,51.71737538797911,19.418332071229464,outdoor
361,restaurant_1878384048448,restaurant,51.73445960070427,19.46499794828459,outdoor
362,library_1878384048496,library,51.733703328050595,19.456440579579837,outdoor
363,cinema_1878384048544,cinema,51.74657983060383,19.459976387619033,outdoor
364,cinema_1878384048592,cinema,51.748757759500435,19.395144353823085,outdoor
365,cafe_1878384048640,cafe,51.779707377892805,19.525765017612187,outdoor
366,park_1878384048688,park,51.77987377713538,19.417500635523705,outdoor
367,cinema_1878384048736,cinema,51.73856912381926,19.392824271149347,outdoor
368,bowlingPlace_1878384048784,bowlingPlace,51.73803284180394,19.444183172211222,outdoor
369,cafe_1878384048832,cafe,51.759178385777346,19.452235784046945,outdoor
370,restaurant_1878384048880,restaurant,51.76346589090756,19.4565092103331,outdoor
371,cafe_1878384048928,cafe,51.776922672490855,19.403574284391855,outdoor
372,university_1878384048976,university,51.76065841579855,19.461490074596618,outdoor
373,parking_1878384049024,parking,51.78657716725976,19.526072781454456,outdoor
374,library_1878384049072,library,51.767758925241274,19.452018338161647,outdoor
375,library_1878384049120,library,51.77541406339778,19.45487138580968,outdoor
376,library_1878384049168,library,51.77926292131334,19.479028600603293,outdoor
377,university_1878384049216,university,51.831924189370476,19.432274662996864,outdoor
378,library_1878384049264,library,51.72093255193294,19.469877009282772,outdoor
379,restaurant_1878384049312,restaurant,51.693716849638975,19.480812409164358,outdoor
380,library_1878384049360,library,51.729599436530386,19.45976213862079,outdoor
381,cinema_1878384049408,cinema,51.81278503022776,19.416623154347356,outdoor
382,cinema_1878384049456,cinema,51.734564486335984,19.441793948226767,outdoor
383,stadium_1878384049504,stadium,51.760074663936365,19.455486551005137,outdoor
384,university_1878384049552,university,51.74775324393547,19.50165881649937,outdoor
385,restaurant_1878384049600,restaurant,51.75258057168574,19.463955114785545,outdoor
386,library_1878384049648,library,51.759790623916516,19.456944656150778,outdoor
387,shop_1878384049696,shop,51.76214349478683,19.441681475600564,outdoor
